	v1A1	v2A1	v3A1	v4A1	v5A1	v6A1	v7A1	v8A1	v9A1	v10A1	v11A1	v12A1	v13A1	v14A1	v15A1
Va000057	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000086	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Va000091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000703	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000709	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000710	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000714	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000716	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000720	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000730	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Va000731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000736	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000741	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000752	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000769	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Va000772	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Va000778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va001192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va001193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va001197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va001200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va900001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va900002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va900711	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va990711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vb001113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vc001119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vc001120	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Vc001124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vc001141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vc001408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vc001412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vc001926	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Vc001930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vc001946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vc002920	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa000045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa000301	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Fa000312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa000324	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa000348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa000382	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0
Fa000391	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa000392	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fa000399	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa000404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa000405	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa000412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa000413	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa000414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa000419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa000421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa000438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa000466	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Fa000479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa000723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa001680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fb000506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fb000538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000964	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Fd000966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000991	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001021	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Fd001045	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001051	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001077	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001078	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001082	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Fd001084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001444	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001452	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fd001458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001463	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001473	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001497	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001502	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001526	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001533	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001546	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001570	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Fd001577	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001607	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001981	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Fd001982	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001988	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002013	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002015	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Fd002020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002057	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002092	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Fd002138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fi000238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999007	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999029	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0
Fu999033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999039	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Fu999042	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999045	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999052	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999056	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999071	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Fu999073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999100	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Fu999102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021726	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
He021727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021737	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021784	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
He026697	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
He026698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He026699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He026706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He026716	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pe021806	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
PF024858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF024861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF024882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF025701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF025702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF025725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF025729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG024906	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG024923	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG024926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG026898	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PG926898	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV022651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024960	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV026122	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV026123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV026124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV026125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pv026126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PW025006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PW025008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PW025054	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000095	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000096	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Va000098	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000099	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000418	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Va000707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000727	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Va000732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000744	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000746	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Va000751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000794	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vc001181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vc001929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vc001932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vc001944	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
